,Region,District,EPA,Lat,Lon,Altitude,Gender,Literacy,Number_followers,Date_trained,Length,Farm_size,Sust_Ag_Activities,Types_Sust_Ag,Full_CA,Partial_CA,Agroforestry,Manure_making,Pit_planting,Sust_Other,Crops,Crops_Maize,Crops_Millet,Crops_Sorghum,Crops_Cassava,Crops_Sweet_Potato,Crops_European_Potato,Crops_Soya,Crops_Groundnuts,Crops_Beans,Crops_Pigeon_Pea,Crops_Cowpea,Crops_Sugarcane,Crops_Other,Vegetables,Fruit_trees,Livestock,Type_livestock,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats_Sheep,Livestock_Guinea_Fowl,Livestock_Pigs,Livestock_Other,Livestock_Rabbits,X_id
1658,Northern,Mzimba North,Bwengu,-11.06122833,33.92487,980.8,Male,Secondary School,10,2016-08-15,1020,1.3,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Pigs,0,0,0,1,0,1,0,0,41943452
1659,Northern,Mzimba North,Engucwini,-11.19417,33.82129167,1170.3,Female,Primary School,6,2015-08-09,1392,5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting Other",1,1,1,1,1,1,Maize Millet Soya Groundnuts,1,1,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens Ducks,0,1,1,1,0,0,0,0,41943453
1660,Northern,Mzimba North,Bwengu,-11.06128833,33.92496333,965.9,Male,Secondary School,5,2016-07-18,1048,1.6,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Sweet Potato Soya Groundnuts,1,0,0,0,1,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,41943454
1661,Northern,Mzimba North,Engucwini,-11.1943,33.82133333,1165,Male,Primary School,11,2016-08-14,1021,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Millet Groundnuts,1,1,0,0,0,0,0,1,0,0,0,0,0,No,No,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41943455
1662,Northern,Mzimba North,Bwengu,-11.06156,33.92488667,1012.9,Male,Primary School,30,2015-09-14,1356,1.6,Yes,Agroforestry Manure Making,0,0,1,1,0,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41943456
1663,Northern,Mzimba North,Engucwini,-11.194195,33.82139333,1163,Female,Primary School,2,2016-08-14,1021,2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting Other",0,1,1,1,1,1,Maize Sweet Potato Soya Groundnuts Other,1,0,0,0,1,0,1,1,0,0,0,0,1,No,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,41943457
1664,Northern,Mzimba North,Engucwini,-11.19412,33.82139167,1194.1,Female,Primary School,7,2014-06-08,1819,0.6,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting Other",0,1,1,1,1,1,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41943458
1665,Northern,Mzimba North,Bwengu,-11.06147,33.92472333,990.2,Female,Primary School,25,2015-10-19,1321,1,Yes,Agroforestry Manure Making Pit Planting,0,0,1,1,1,0,Maize Sweet Potato Groundnuts Beans,1,0,0,0,1,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943459
1666,Northern,Mzimba North,Engucwini,-11.19419,33.82135667,1228.8,Female,Primary School,10,2014-11-23,1651,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Pigs,1,0,0,1,0,1,0,0,41943461
1667,Northern,Mzimba North,Engucwini,-11.19422333,33.82125,1164.5,Female,Primary School,6,2014-11-23,1651,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting Other",0,1,1,1,1,1,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943462
1668,Northern,Mzimba North,Bwengu,-11.06130833,33.92498167,990.5,Female,Primary School,18,2016-09-12,992,1.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943463
1669,Northern,Mzimba North,Bwengu,-11.061255,33.92462167,1038.8,Male,Secondary School,10,2018-07-16,320,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Cassava Sweet Potato Soya Beans,1,0,0,1,1,0,1,0,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943466
1670,Northern,Mzimba North,Engucwini,-11.19424167,33.82132,1235.5,Female,Secondary School,6,2017-06-21,710,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts,1,0,0,1,1,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943467
1671,Northern,Mzimba North,Engucwini,NA,NA,NA,Female,Secondary School,9,2017-04-10,782,0.8,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Millet Sweet Potato Soya Groundnuts,1,1,0,0,1,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943468
1672,Northern,Mzimba North,Bwengu,-11.06116667,33.92463333,997.4,Female,Secondary School,30,2016-10-03,971,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making",1,0,0,1,0,0,Maize Groundnuts Beans,1,0,0,0,0,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,41943469
1673,Northern,Mzimba North,Engucwini,NA,NA,NA,Female,Primary School,6,2015-05-10,1483,0.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures)",1,0,0,0,0,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943471
1674,Northern,Mzimba North,Engucwini,-11.19431333,33.82136667,1115.8,Female,Secondary School,15,2014-11-23,1651,6.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",1,1,0,1,1,0,Maize Cassava Soya Groundnuts Beans Cow Peas Other,1,0,0,1,0,0,1,1,1,0,1,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943473
1675,Northern,Mzimba North,Bwengu,-10.99114833,33.96220333,1058.8,Male,Secondary School,5,2018-07-09,327,1.4,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures",0,1,0,0,0,0,Maize Groundnuts Other,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,No,Yes,Chickens,0,1,0,0,0,0,0,0,41943475
1676,Northern,Mzimba North,Engucwini,NA,NA,NA,Male,Secondary School,10,2016-09-05,999,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,41943476
1677,Northern,Mzimba North,Bwengu,-10.99102167,33.96213333,1089.1,Female,Secondary School,9,2016-10-10,964,1.2,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,41943478
1678,Northern,Mzimba North,Engucwini,-11.194275,33.82146333,1121.8,Male,Secondary School,10,2016-08-15,1020,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943479
1679,Northern,Mzimba North,Bwengu,-10.99094167,33.96221833,1089.4,Male,Primary School,12,2016-07-18,1048,4,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Pigs,0,0,0,0,0,1,0,0,41943480
1680,Northern,Mzimba North,Engucwini,-11.19393333,33.82140667,1100.6,Female,Primary School,7,2017-10-09,600,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41943482
1681,Northern,Mzimba North,Engucwini,-11.19399,33.821475,1115.1,Female,Primary School,5,2014-07-14,1783,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Millet European Potato Soya Groundnuts,1,1,0,0,0,1,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41943484
1682,Northern,Mzimba North,Bwengu,-10.99087667,33.96212333,1091.7,Male,Secondary School,12,2016-08-15,1020,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Soya Other,1,0,0,0,0,0,1,0,0,0,0,0,1,Yes,Yes,Yes,Pigs,0,0,0,0,0,1,0,0,41943486
1683,Northern,Mzimba North,Njuyu,-11.48539667,33.71213,1242.4,Female,Primary School,15,2016-08-28,1007,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943487
1684,Northern,Mzimba South,Bwengu,-11.03257667,33.79288667,1091.8,Male,Secondary School,35,2012-11-12,2392,5,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Other",0,1,0,1,0,1,Maize Sweet Potato Soya Other,1,0,0,0,1,0,1,0,0,0,0,0,1,Yes,No,Yes,Chickens,0,1,0,0,0,0,0,0,41943489
1685,Northern,Mzimba North,Njuyu,-11.55726667,33.67319167,1217.4,Female,Secondary School,12,2016-08-28,1007,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting Other",1,1,1,1,1,1,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943490
1686,Northern,Mzimba South,Bwengu,-11.03261667,33.79290667,1102.6,Female,Secondary School,30,2018-06-04,362,3,Yes,Manure Making Other,0,0,0,1,0,1,Maize Sweet Potato Soya Groundnuts Beans Other,1,0,0,0,1,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943491
1687,Northern,Mzimba North,Njuyu,-11.51124833,33.68803667,1217.8,Male,Primary School,3,2016-08-29,1006,4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Beans,1,0,0,0,0,0,1,0,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41943493
1688,Northern,Mzimba South,Bwengu,-11.03258833,33.79291833,1107.5,Female,Secondary School,5,2014-09-08,1727,1,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Other",0,1,0,1,0,1,Maize Sweet Potato Soya Groundnuts Other,1,0,0,0,1,0,1,1,0,0,0,0,1,No,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943495
1689,Northern,Mzimba North,Njuyu,-11.51105,33.687905,1212.9,Male,Primary School,16,2016-08-21,1014,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting Other",1,1,1,1,1,1,Maize Millet Cassava Sweet Potato Soya Groundnuts Beans,1,1,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,41943496
1690,Northern,Mzimba North,Zombwe,-11.37372333,33.87919167,1148.5,Male,Primary School,29,2015-08-03,1398,2.8,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943499
1691,Northern,Mzimba North,Njuyu,-11.511155,33.68785167,1251.9,Male,Primary School,15,2016-08-28,1007,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41943500
1692,Northern,Mzimba North,Zombwe,-11.373685,33.87914667,1157.5,Male,Primary School,11,2016-09-05,999,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Cassava Soya Beans,1,0,0,1,0,0,1,0,1,0,0,0,0,Yes,Yes,Yes,Pigs,0,0,0,0,0,1,0,0,41943501
1693,Northern,Mzimba North,Zombwe,-11.37360667,33.87890833,1174.7,Male,Secondary School,15,2015-10-05,1335,8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Sweet Potato Groundnuts Beans Other,1,0,0,0,1,0,0,1,1,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,41943503
1694,Northern,Mzimba North,Zombwe,-11.31107333,33.99151333,1273.9,Female,Primary School,16,2016-10-17,957,5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting Other",1,0,1,1,1,1,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943504
1695,Northern,Mzimba North,Zombwe,-11.31077333,33.99202333,1242,Male,Secondary School,7,2016-09-05,999,5,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Groundnuts Beans,1,0,0,0,0,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs,0,0,0,1,0,1,0,0,41943505
1696,Northern,Mzimba North,Zombwe,-11.31076167,33.99211,1302.9,Male,Primary School,5,2013-11-04,2035,1.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Cassava Sweet Potato Soya Beans,1,0,0,1,1,0,1,0,1,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep Pigs Chickens,1,1,0,1,0,1,0,0,41943507
1697,Northern,Mzimba North,Zombwe,-11.31054833,33.99183,1319.8,Female,Primary School,30,2016-08-22,1013,5.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Cassava Sweet Potato European Potato Soya Groundnuts Beans Pigeon Peas Other,1,0,0,1,1,1,1,1,1,1,0,0,1,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41943509
1698,Northern,Mzimba North,Zombwe,-11.3109,33.99181667,1249.3,Female,Primary School,23,2015-09-07,1363,3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Cassava Sweet Potato Groundnuts Beans Other,1,0,0,1,1,0,0,1,1,0,0,0,1,Yes,Yes,Yes,Pigs,0,0,0,0,0,1,0,0,41943512
1699,Northern,Mzimba North,Zombwe,-11.311015,33.99179,1266.2,Male,Primary School,20,2015-09-14,1356,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Cassava Sweet Potato Groundnuts Beans,1,0,0,1,1,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Cattle,1,0,0,0,0,0,0,0,41943514
1700,Northern,Mzimba North,Zombwe,-11.31107667,33.99167667,1261.7,Female,Secondary School,30,2015-09-28,1342,3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Cassava Sweet Potato Groundnuts Beans,1,0,0,1,1,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Chickens,1,1,0,0,0,0,0,0,41943516
1701,Northern,Mzimba North,Zombwe,-11.31102333,33.991455,1212.8,Male,Primary School,27,2015-10-05,1335,3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Pigs Chickens,1,1,0,0,0,1,0,0,41943517
1702,Northern,Mzimba North,Engucwini,-11.19397667,33.82136167,1144.7,Female,Primary School,7,2017-10-16,593,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting Other",1,0,1,1,1,1,Maize Millet Soya Groundnuts,1,1,0,0,0,0,1,1,0,0,0,0,0,Yes,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943518
1703,Northern,Mzimba North,Engucwini,-11.19386167,33.82140333,1134.9,Female,Secondary School,12,2014-08-25,1741,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,41943519
1704,Northern,Mzimba North,Engucwini,-11.193855,33.82133833,1151.6,Female,Secondary School,10,2017-02-06,845,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41943520
1705,Northern,Mzimba North,Engucwini,-11.193605,33.82144,1152,Female,Primary School,28,2016-09-12,992,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Cassava Soya Groundnuts,1,0,0,1,0,0,1,1,0,0,0,0,0,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,41943521
1706,Northern,Mzimba North,Engucwini,-11.19398833,33.82131667,1152.4,Female,Secondary School,8,2017-10-02,607,2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Cassava Soya Groundnuts,1,0,0,1,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943522
1707,Northern,Mzimba North,Engucwini,-11.19407,33.82133333,1151.1,Female,Primary School,30,2016-10-03,971,4.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Cassava Soya Groundnuts,1,0,0,1,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens Guinea Fowl,0,1,0,0,1,0,0,0,41943523
1708,Northern,Mzimba North,Engucwini,-11.19416,33.82121667,1150.6,Female,Primary School,5,2013-07-08,2154,0.4,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Cassava Sweet Potato Groundnuts,0,0,0,1,1,0,0,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41943524
1709,Northern,Mzimba North,Engucwini,-11.19416667,33.82123667,1159.9,Female,Primary School,8,2016-09-05,999,1,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize Cassava Sweet Potato Groundnuts,1,0,0,1,1,0,0,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41943526
1710,Northern,Mzimba North,Engucwini,-11.193965,33.821255,1170.6,Female,Primary School,28,2016-08-01,1034,2.8,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Pigs Chickens Guinea Fowl Ducks,0,1,1,1,1,1,0,0,41943527
1711,Northern,Mzimba North,Engucwini,-11.19407833,33.821205,1170.6,Male,Secondary School,20,2016-08-15,1020,2.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting Other",1,0,0,1,1,1,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943528
1712,Northern,Mzimba North,Engucwini,-11.19406833,33.82110333,1170.4,Male,Secondary School,15,2017-02-06,845,1.6,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Sorghum Soya Groundnuts,1,0,1,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens Ducks,0,1,1,0,0,0,0,0,41943529
1713,Northern,Mzimba North,Engucwini,-11.193835,33.821445,1170.3,Female,Secondary School,12,2014-10-06,1699,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting Other",0,1,1,1,1,1,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,41943530
1714,Northern,Mzimba North,Engucwini,-11.193975,33.82116,1170.2,Female,Primary School,6,2015-10-05,1335,4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Cassava Sweet Potato European Potato Soya Beans Other,1,0,0,1,1,1,1,0,1,0,0,0,1,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943532
1715,Northern,Mzimba North,Engucwini,-11.19385667,33.82120333,1132,Male,Secondary School,7,2017-10-02,607,2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making",0,1,0,1,0,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41943533
1716,Northern,Mzimba North,Engucwini,-11.19400833,33.82120167,1113.7,Male,Primary School,3,2018-01-01,516,4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making",1,0,0,1,0,0,Maize Cassava Groundnuts Pigeon Peas Cow Peas,1,0,0,1,0,0,0,1,0,1,1,0,0,Yes,Yes,Yes,Cattle,1,0,0,0,0,0,0,0,41943536
1717,Northern,Mzimba North,Engucwini,-11.19408,33.82121667,1113.8,Female,Primary School,6,2015-07-06,1426,2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Other",0,1,0,1,0,1,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943537
1718,Northern,Mzimba North,Engucwini,-11.19377333,33.82060833,1367,Female,Secondary School,15,2016-10-03,971,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943538
1719,Northern,Mzimba North,Engucwini,-11.19278667,33.82069667,1414.6,Male,Secondary School,5,2016-10-17,957,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Other",1,0,0,1,0,1,Maize Sweet Potato Soya Groundnuts,1,0,0,0,1,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943539
1720,Northern,Mzimba North,Engucwini,-11.19385333,33.82039333,1413.9,Male,Secondary School,6,2016-10-10,964,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Guinea Fowl,0,0,0,1,1,1,0,0,41943540
1721,Northern,Mzimba North,Engucwini,-11.19466,33.82099667,1414.1,Male,Secondary School,4,2017-10-02,607,1.2,Yes,Manure Making,0,0,0,1,0,0,Maize Soya Groundnuts Pigeon Peas Other,1,0,0,0,0,0,1,1,0,1,0,0,1,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41943541
